"2","1","発送","0","12","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 12, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"3","1","発送","0","13","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 13, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"4","1","発送","0","14","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 14, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"5","1","発送","0","15","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 15, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"6","1","発送","0","16","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 16, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"7","1","発送","0","17","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 17, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"8","1","発送","0","18","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 18, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"9","1","発送","0","19","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 19, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"10","1","発送","0","20","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 20, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
"11","1","発送","0","21","501","新規申請","502","上司承認","0543956","真洲句 優祈音","0220320","駄御井 進","2023-10-31 22:47:15","0","","","@SendNode=101","(0543956,真洲句 優祈音)","{\"ShenQingRen\": \"真洲句 優祈音\", \"MyNum\": 1, \"CDT\": \"2023-10-04 14:38\", \"ShenQingRiJi\": \"2023-10-04\", \"ShenQingRenBuMen\": \"ＤＸシステム開発Ｇ\", \"FK_DeptText\": \"ＤＸシステム開発Ｇ\", \"RDT\": \"2023-10-04 14:38\", \"Rec\": \"0543956\", \"Title\": \"ＤＸシステム開発Ｇ-0543956,真洲句 優祈音は2023-10-05 17:22で開始.\", \"OID\": 21, \"FK_Dept\": \"11637\", \"Emps\": \"0543956\", \"FID\": \"0\", \"FK_NY\": \"2023-10\", \"EndJSON\": \"0\"}"
